634,"Subject: christmas tree farm pictures
",ham 
1177,"Subject: re : tejas deliveries at oasis katy
lauri ,
i ' ve just completed this process ( thanks to
carlos ) . . . . . . . . . . . . . . . . . . . . . . . . . . . . . sorry it took soooooooooooooo long but
the next time should be a doozie .
thanks carlos
- jackie -
lauri a allen
03 / 21 / 2000 11 : 19 am
to : carlos j rodriguez / hou / ect @ ect , jackie young / hou / ect @ ect
cc : daren j farmer / hou / ect @ ect , pat clynes / corp / enron @ enron , tom
acton / corp / enron @ enron
subject : tejas deliveries at oasis katy
on tuesday , march 7 th , tejas took gas from us at oasis katy and gave it back
to us at tejas laporte to help us out during an outage for $ . 02 / mmbtu . this
transaction has not been scheduled correctly . there are two deal tickets in
sitara to cover the oasis portion of the deal : # 213145 covers ena selling
the gas to hplc for hplc to transport on tejas . deal # 213370 covers the
transport usage on tejas from oasis katy to laporte . i have edited this
ticket to add the $ . 02 / mm charge . there needs to be a tejas expense contract
at laporte , # 665 , to cover the approx . 25 , 000 mm received there on the 7 th .
these volumes are currently sitting on the laporte oba .
jackie - if you would work with carlos he should be able to walk you through
getting this scheduled correctly in all systems .
thanks .",ham
1178,"Subject: midlothian first nominations
jennifer / carey / darren / stacey
as i mentioned earlier , lisa hassold ( pg & e ) clarified that the pg & e delivery
point # 00534580 is for the maypearl interconnect with lone star pipeline
( rather than the other pg & e ntp 36 - inch interconnect at maypearl with
tufco ' s old ocean line ) .
again , thank you all for your help in the first nominations ( lone star north
line and lone star south line ) that midlothian energy limited partnership ,
as limited agent for abb asltom power inc , has made for testing purposes at
the midlothian power plant .
thanks
trey christensen
ps attached fyi is a powerpoint slide on the midlothian gas pipeline and
meter station layout
>
- . ppt",ham
1179,"Subject: panenergy marketing exchange deal
sitara # 157288
could you pls . have the rate for the following point adjusted ?
the following point should be adjusted to reflect a price of $ 2 . 52 , per the
contract .
pipe : pgev
point : ( carthage / pgev )
sitara / unify rate : $ 2 . 53 ( hsc , idx - . 05 )
contract rate : $ 2 . 52 ( hsc , idx - . 06 )",ham
1180,"Subject: april spot tickets
fyi i ' m putting these tickets in now .
- - - - - - - - - - - - - - - - - - - - - - forwarded by tom acton / corp / enron on 03 / 28 / 2000 01 : 42
pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
vance l taylor @ ect
03 / 28 / 2000 01 : 40 pm
to : tom acton / corp / enron @ enron
cc : carlos j rodriguez / hou / ect @ ect , lisa hesse / hou / ect @ ect , susan
smith / hou / ect @ ect , donald p reinhardt / hou / ect @ ect , melissa
graves / hou / ect @ ect , julie meyers / hou / ect @ ect
subject : april spot tickets
tom ,
hplc will be purchasing wellhead gas from the producers listed below for the
production month of april . this production will be purchased on a "" spot ""
basis and deal tickets should be created and entered into sitara based on the
following information :
counterparty meter volume price
engage energy us , lp 5839 598 mmbtu / d 100 % if / hsc less $ 0 . 20
engage energy us , lp 5848 285 mmbtu / d 100 % if / hsc less $ 0 . 20
engage energy us , lp 5923 671 mmbtu / d 100 % if / hsc less $ 0 . 20
engage energy us , lp 6801 1 , 157 mmbtu / d 100 % if / hsc less $ 0 . 20
el sordo gathering 6315 103 mmbtu / d 70 % if / hsc
swift energy 2630 21 mmbtu / d 90 % if / hsc less $ 0 . 258
eex corporation 6500 1 , 778 mmbtu / d 95 % if / hsc
eex corporation 5999 8 , 648 mmbtu / d 95 % if / hsc
thanks ,
vlt
x 3 - 6353",ham
1181,"Subject: mtbe upsets
the mtbe plant has determined full production can be attained sooner than
their first forecast . production at the mtbe plant remains approximately 9
mbd today and tomorrow , then 11 mbd on thursday , march 30 , and 13 . 7 mbd
starting friday , march 31 .",ham
1182,"Subject: updates for april
here is the updated version",ham
1183,"Subject: re : teco gas processing company
- - - - - - - - - - - - - - - - - - - - - - forwarded by george weissman / hou / ect on 03 / 28 / 2000
03 : 31 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
mary m smith
04 / 26 / 99 04 : 53 pm
to : hank eisenhour
cc : george weissman / hou / ect @ ect , eric wardle / hou / ect @ ect
subject : re : teco gas processing company
is there still a problem with this ? we need hplc to nominate for 1 / 99
forward at meter no . 6884 . please let me know the status . thanks , mary
- - - - - - - - - - - - - - - - - - - - - - forwarded by mary m smith / hou / ect on 04 / 26 / 99 04 : 49 pm
- - - - - - - - - - - - - - - - - - - - - - - - - - -
gregory allen jackson
04 / 26 / 99 02 : 22 pm
to : hank eisenhour / hou / ect @ ect
cc : mary m smith / hou / ect @ ect , george weissman / hou / ect @ ect
subject : re : teco gas processing company
i ' m not sure what ' s going on , but i did not see a teco deal ticket in mops
for houston pipeline company anywhere ( january 1999 to march 1999 ) . i did
see one on houston pipeline company resources .
as my original note stated , i think this is a buy / sell which means that teco
gas processing should appear in both the market and supply depending on
hplc ' s position .
please let me know something asap .
3 - 9768
mary m smith
04 / 12 / 99 12 : 39 pm
to : george weissman / hou / ect @ ect , hank eisenhour
cc : gregory allen jackson / hou / ect @ ect
subject : teco gas processing company
the sitara deal needs to reflect 3 / 99 forward . 1 / 99 and 2 / 99 was done .
thanks , mary
- - - - - - - - - - - - - - - - - - - - - - forwarded by mary m smith / hou / ect on 04 / 12 / 99 12 : 37 pm
- - - - - - - - - - - - - - - - - - - - - - - - - - -
gregory allen jackson
04 / 12 / 99 09 : 44 am
to : jennifer meador / hou / ect @ ect
cc : mary m smith / hou / ect @ ect , theresa r kotrla / hou / ect @ ect , gary w
lamphier / hou / ect @ ect , sabrae zajac / hou / ect @ ect
subject : teco gas processing company
mary , this is the message i left a voice mail concerning . in addition to the
other producer at this meter , the following needs to be setup :
pops hplc transport delivery 12 - 41500 - 203 done ( there )
mops hplc sale to teco gp 12 - 86978 - 101 needed ( think this is buy / sell
arrangement ) ; no deal ticket .
gary lamphier is looking into the exxon jack creek receipt flow at meter 6884
- make final determination on whether it ' s either hplr or hplc . the deal
setup in pops and mops as hplr .
summary :
need hplc sale to teco related to transportation delivery in pops .
final determination on whether the current hplr purchase from teco at exxon
jack creek is correct or should hplc be purchasing from teco - starting in
february 1999 business .
thanks for you help , 3 - 9768
- - - - - - - - - - - - - - - - - - - - - - forwarded by gregory allen jackson / hou / ect on 04 / 12 / 99
09 : 18 am - - - - - - - - - - - - - - - - - - - - - - - - - - -
enron capital & trade resources corp .
from : george weissman 04 / 09 / 99 04 : 22 pm
to : gregory allen jackson / hou / ect @ ect
cc : greg brazaitis / hou / ect @ ect , jim coffey / hou / ect @ ect
subject : teco gas processing company
re the teco contract at 6884 ( 2 / 24 / 99 ) :
to : george weissman / hou / ect @ ect , mary jo johnson / hou / ect @ ect , cynthia
hakemack / hou / ect @ ect , nidia a martinez / hou / ect @ ect , alexia
gonzales / hou / ect @ ect , sean j smith / hou / ect @ ect , vance l taylor / hou / ect @ ect
cc : melissa graves / hou / ect @ ect
subject : gt # : 1917 - teco gas processing co . and houston pipe line company
i am forwarding a copy of the committed reserves agreement ( first purchaser )
contract for your information . contract date : 12 / 01 / 98 , global number :
96019500 , and synergi number : 012 - 86978 - 101 .
please give me a call if you have any questions .
thanks ,
daniel
- - - - - - - - - - - - - - - - - - forwarded by george weissman / hou / ect on 04 / 09 / 99 04 : 16 pm
- - - - - - - - - - - - - - - - - - - - - - - - - - -
enron capital & trade resources corp .
from : george weissman 01 / 27 / 99 06 : 01 pm
to : vance l taylor / hou / ect @ ect
cc : melissa graves / hou / ect @ ect , ann elizabeth white / hou / ect @ ect , jim
coffey / hou / ect @ ect , greg brazaitis / hou / ect @ ect
subject : teco gas processing company
melissa ' s second sentence refers to the teco gas processing company 12 / 1 / 98
contract covering meters 6884 and 419 . this contract was obtained in
connection with the seven oaks / turpentine lease line renewal , and it doesn ' t
appear to have hit the system . please ensure that the contract is set up and
filed .
george
- - - - - - - - - - - - - - - - - - - - - - forwarded by george weissman / hou / ect on 01 / 27 / 99 05 : 47
pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
enron capital & trade resources corp .
from : melissa graves 01 / 24 / 99 04 : 03 pm
to : george weissman / hou / ect @ ect
cc : amelia alland / hou / ect @ ect , daniel verastegui / hou / ect @ ect
subject : swift energy company , meter 2630 , 012 - 86150 - 103
george ,
at the 9 th workday meeting you had asked if we had seen the paper on the
above referenced . i have checked our database , and it appears that we have
not . the contract in the system does reflect at gs at this point .
i also checked on teco gas processing company , and it does not appear we have
seen the paper on this one either .
thank you ,
melissa",ham
1184,"Subject: fw : 3 rd rev mar . 2000 josey ranch nom
fyi
- - - - - - - - - - - - - - - - - - - - - - forwarded by susan d trevino / hou / ect on 03 / 28 / 2000
03 : 57 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
bob withers on 03 / 28 / 2000 03 : 49 : 29 pm
to : "" susan trevino ( e - mail ) ""
cc :
subject : fw : 3 rd rev mar . 2000 josey ranch nom
sorry about leaving you off the "" send list "" . . . i inadvertently put smith
instead of trevino . . . pops !
this change is for the last two days of the month of march ( i am sending a
day earlier than normal deadline because i ' m getting covered up with april ! )
bob withers > > <
kcs energy , 5555 san felipe , suite 1200
houston , tx 77056
voice mail / page 713 - 964 - 9434",ham
1185,"Subject: panenergy marketing company
because of a timing issue with client services , i have fixed deal 157288 ,
separating the carthage meter to a new ticket . that ticket is 229758 . the
price for the carthage is suppose to be if hsc - . 06 .
stacy : i will need feb pathed asap so volume mgmt can get the volumes
moved . client services needs to get this invoice out today .
this problem , among others with this exchange deal , is currently we have a
massive a / r issue and we ' re trying to get this cleanup before end of month .
if you have any questions , please feel free to call me .",ham
1186,"Subject: during / after hours contact information
here are lisa maillet and my contact information . would one of you over the
next few days email back with the correct contact information ( business hour
and after hours ) so we can have on hand in preparation for gas flows .
thanks
trey
lisa maillet
work # 508 - 786 - 7205
home # 781 - 894 - 4465
mobile # 508 - 326 - 2435
trey christensen
work # 713 - 613 - 4396
home # 713 - 668 - 0488
pager # 800 - 759 - 7243 pin # 2377872
mobile # 713 - 416 - 3014",ham
1187,"Subject: fyi - new product on eol
just so everyone is on the same page :
based on jennifer and dale ' s discussions with eric bass , a new "" tokenized
period "" will be set up in eol . the intent of this period ( quick overview ) is
to allow for gas flow monday through friday and no flow on the weekends .
this will generally be traded for in full month or rest of the month
increments .
it is my understanding the although the trade can be conveyed correctly to
the customer and priced accordingly using eol , the trade itself ( with
multiple monday - friday , no flow during weekend periods ) cannot be handled
internally by eol . just as eol is not able to handle this trade , the sitara
bridge from eol cannot handle this trade . because of this , there should be
heighten attention by trade capture given to the eol bridge monitor . these
trades will error out and will have to be entered manually .
an effort needs to be evaluated and prioritized by both applications ( eol and
sitara ) on how a deal with multi - periods can flow without human
intervention . this has not been started . in the meantime , a deal of this
nature will have to be entered manually .
how do i know that a particular deal has multi - period flow ? once the eol
product has been set up , jennifer and / or dale will let all involved know .
the person ( s ) responsible for entering the deal will have to understand what
is meant by the eol product ' s delivery period and enter the deal
accordingly .
for example , assume that a deal has been traded for april :
four delivery periods ( separate lines ) should be included in the sitara
ticket
start : 04 / 03 stop : 04 / 07
04 / 10 04 / 14
04 / 17 04 / 21
04 / 24 04 / 28
each delivery period ( line ) should have the same pricing
remember to enter the eol deal number when creating the sitara trade .
also remember that paths created in unify assume the stop date is open
ended . every effort needs to be made to make sure the appropriate end date
is on the path ; otherwise
the number of reconciling items will increase .
please forward this information to anyone else you think might be impacted .
any concerns , please contact sheri thomas or myself .
srm ( x 33548 )",ham
1188,"Subject: iwon member news : iwon tv show , new year of prizes , more !
dear daren farmer ,
we ' ve just made two major announcements !
we will be awarding our $ 10 million annual grand prize , our
march $ 1 million prize , a mercedes convertible and a trip for
four to maui plus $ 25 , 000 spending money during our very own
network tv show !
the first - ever "" iwon . com annual $ 10 million giveaway "" airs
april 15 th , from 8 : 00 - 8 : 30 pm et / pt , on the cbs television network .
get all the latest show news at :
we ' re launching a new , bigger and better yearlong sweepstakes
starting april lst ! what makes it bigger and better ? we ' re
adding 30 - that ' s right , thirty - $ 1 , 000 cash prizes as part
of our new weekly prize club , while continuing our $ 10 , 000 daily ,
$ 1 million monthly and $ 10 million annual sweepstakes . iwon
just keeps getting better !
to learn more about our new prize structure and automatically be
entered into our march bonus $ 20 , 000 sweepstakes , click here :
click here for the official march bonus $ 20 , 000 sweepstakes rules :
"" my iwon "" - all your personalized info on just one page !
personalize your "" my iwon "" page and you can enjoy all this at a glance :
? expanded news headlines ( add up to 16 categories ! )
? local weather conditions ( now with more forecast information than ever ! )
? sports scores ( with easy access to new associated press coverage ! )
? daily horoscope ( featuring a new dating guide and more - one click away ! )
? lottery results , stock updates , favorite links and more !
make "" my iwon "" all yours at :
play free games and win big prizes at prizecentral . com !
choose from 15 games from solitaire to slots . earn tokens , and
redeem for your choice of over $ 300 , 000 in monthly prizes like
cash , dvd players , diamond earrings , toys , vacations and much more .
everyone wins at prize central . prizes start at only 5 tokens .
click here now to play for free !
introducing the new iwon tax center !
april 17 th is coming - have you done your taxes yet ? we have all
the advice , tips and online forms you need , plus a withholding
calculator , tax estimator and more !
visit the tax center at :
good luck and have fun !
george nimeh
vice president
community and member services
iwon . com http : / / www . iwon . com why wouldn ' t you ?
need help ?
if you have any questions about the iwon service , please
visit our online help center .
visit iwon help at :
you received this newsletter because when you registered at
iwon . com , you indicated that you wished to receive email from
us about new features , events and special offers .
we hope you found this newsletter useful . however , if you ' d
like your name taken off the mailing list , you can update
your preferences by changing your member profile .
to update your member profile , go to the iwon homepage and
click on "" my profile "" which is located at the bottom of the
page . ( if you ' re not signed - in , you will need to do so before
you can update your profile . ) from your member profile page ,
you can change your email preferences .
update your profile at :
no purchase necessary to enter the iwon sweepstakes or march
$ 20 , 000 bonus sweepstakes . void where prohibited . promotions
open to u . s . residents 18 or older . odds depend on number of
entries . promotions end 4 / 1 / 00 .
email distribution services for iwon . com provided by
dartmail .
* # * dfarmer @ ect . enron . com",ham
1189,"Subject: @ ect . enron . com email notification !
we are one @ enron . com !
please be aware of the following senders were automatically notified to ( a ) .
stop sending internet mail to your @ ect . enron . com address and to ( b ) . send
future internet communications to daren . j . farmer @ enron . com :
iwon - inv @ hotel . opt - inemail . com
reminder :
your @ ect . enron . com address should not be used any longer and will be
deactivated soon . so please make sure these contacts switch to your new
@ enron . com address . if you have subscribed to mailing lists , please make
sure to update your addresses there as well .
and
your shortname @ enron . com address ( i . e . jsmith @ enron . com ) will continue to
work , even though your formal address is longname @ enron . com ( i . e .
john . smith @ enron . com )
please do not reply to this message as it was automatically generated .",ham
1190,"Subject: april golf specials ! !
welcome & enjoy kingwood cove golf specials . please take advantage of the
special offers . you will receive notices weekly or bi - weekly . if you no
longer wish to receive these messages , simply reply with your request .
keep it in the fairway .
* * april e - mail specials * *
customer appreciation day
free green fees - every tuesday - after 11 am
golf invitaion good for up to 4 players
cart rental required .
must present e - mail invitation prior to registration .
not valid with other offers or tournaments . expires 04 / 15 / 00
call now to book your tee - time .
281 - 358 - 1155 .
or
millennium special offer
monday & wednesday - anytime $ 22 per player
friday , saturday , sunday & holidays
after 11 am $ 30 per player
golf invitation good for up to 4 players .
recieve 1 / 2 cart , green fee , range balls
plus a sleeve of xl 2000 golf balls .
must present e - mail invitation prior to registration .
not valid with other offers or tournaments . expires 04 / 15 / 00
call now to book your tee - time .
281 - 358 - 1155 .
* golf lesson special
* lessons save $ 15
buy two or more lessons and save $ 15 per lesson
fine tune your swing now . expires 04 / 15 / 00 .
april spring clinics
( 6 hours of instruction for $ 75 )
merchandise sales
cutter & buck shirts 3 for $ 75
strata dozen golf balls $ 29 . 95
xl 2000 dozen golf balls $ 19 . 95
what ' s happening ?
- senior tournament every monday morning
- ladies league starting tuesday mornings
- skins game every wednesday afternoon
- kingwood cove golf association monthly tournaments",ham
1191,"Subject: procedure for adding new capacity tickets for multi - desk service
utilization
in order to provide the ability to track transport expense by desk , sitara
was modified to allow multiple transport capacity tickets for the same
service contract provided that they are for different desks and only one is
tagged as "" primary "" . here is the procedure for setting up new capacity
tickets to reflect the "" other "" desks :
a . you will probably first notice this via a warning / error message in path
manager when building a new path . the message will read something like
"" source / destination 123456 for desk imct does not match service contract 3434
and will be removed . ""
b . make note of the deal number in the service list of the service contract
that you were using in the new path .
c . open that transport capacity deal in sitara . then hit copy .
d . on the new deal :
change the buyer from the old desk to the new desk that matches the supply
or market deal that you are pathing with . if it a contract for which we are
agent , then don ' t change the buyer but instead change the agent to the new
desk . the "" primary "" deal will carry the actual agent .
changing the buyer causes the contract field to get blanked out . re - select
the contract .
just above the various exchange line items is a primary deal check box .
un - check it .
on each exchange line item , change the mdq to zero and for any negotiated
rates , uncheck them as well . the "" primary "" deal will carry the mdq and
any negotiated demand , commodity or fuel .
hit release .
e . you may need to re - retrieve path manager . you should see the deal number
in the service list now read "" multiple "" . right - click / service deals will list
the specific deals .
f . re - build the path as you originally desired . the warning / error message
should not appear again .
this could occur for any combination of desk and service contract .
please file this in your "" call dave if i can ' t find this "" folder .
thanks , d . n .",ham
1192,"Subject: hplc to wellhead
daren here is the list of deals that need to move to the wellhead portfolio
from the hplc and are in vances spread sheet .
some of these may have already been moved .
eex corporation # 229609 meter 5999
eex corporation # 229586 meter 6500
eex e & pcompany # 166817 meter 9721
encina gaspipeline # 133291 meter 5631
encina gas pipeline # 133344 meter 6181
hurd enterprises # 133342 meter 5427
samson lonestar # 126270 meter 6722
shoreline # 136225 meter 9743
welhausen operating # 134987 meter 9717",ham
1193,"Subject: re : april spot tickets
the spot deals are in and the deal numbers are added below to the original
notice .
vance l taylor @ ect
03 / 28 / 2000 01 : 40 pm
to : tom acton / corp / enron @ enron
cc : carlos j rodriguez / hou / ect @ ect , lisa hesse / hou / ect @ ect , susan
smith / hou / ect @ ect , donald p reinhardt / hou / ect @ ect , melissa
graves / hou / ect @ ect , julie meyers / hou / ect @ ect
subject : april spot tickets
tom ,
hplc will be purchasing wellhead gas from the producers listed below for the
production month of april . this production will be purchased on a "" spot ""
basis and deal tickets should be created and entered into sitara based on the
following information :
counterparty meter volume price
deal #
engage energy us , lp 5839 598 mmbtu / d 100 % if / hsc less
$ 0 . 20 229490
engage energy us , lp 5848 285 mmbtu / d 100 % if / hsc less
$ 0 . 20 229501
engage energy us , lp 5923 671 mmbtu / d 100 % if / hsc less
$ 0 . 20 229532
engage energy us , lp 6801 1 , 157 mmbtu / d 100 % if / hsc less
$ 0 . 20 229535
el sordo gathering 6315 103 mmbtu / d 70 %
if / hsc 229541
swift energy 2630 21 mmbtu / d 90 % if / hsc less $ 0 . 258
229575
eex corporation 6500 1 , 778 mmbtu / d 95 %
if / hsc 229586
eex corporation 5999 8 , 648 mmbtu / d 95 %
if / hsc 229609
thanks ,
vlt
x 3 - 6353",ham
1194,"Subject: re : first delivery - texaco e & p
new deal number is 229481
susan smith @
ect
03 / 27 / 2000 02 : 24 pm
to : tom acton / corp / enron @ enron , julie meyers / hou / ect @ ect
cc :
subject : re : first delivery - texaco e & p
tom :
would you please set up another one month ticket for the below ( last month
was 211573 ) ?
julie :
per melissa ' s note please do not send out any paper on this . we expect the
paper within a day or so .
please let me know if you have any questions ,
thanks , scs x 33321
- - - - - - - - - - - - - - - - - - - - - - forwarded by susan smith / hou / ect on 03 / 27 / 2000 02 : 20
pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
enron north america corp .
from : melissa graves 03 / 27 / 2000 02 : 12 pm
to : susan smith / hou / ect @ ect
cc :
subject : re : first delivery - texaco e & p
yes , but i would request that julie not send out paper since this should be
back signed shortly . i noticed the deal vance requested below ( which tom set
up as deal 211573 ) is attached to a committed reserves agreement that does
not cover this meter .
melissa
susan
smith
03 / 27 / 2000 12 : 27 pm
to : melissa graves / hou / ect @ ect
cc :
subject : first delivery - texaco e & p
can we just use this for april rather then putting in a one month firm ticket
( since we dont have paper anyway ) ?
thanks ,
scs
- - - - - - - - - - - - - - - - - - - - - - forwarded by susan smith / hou / ect on 03 / 27 / 2000 12 : 24
pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
vance l taylor
03 / 03 / 2000 04 : 30 pm
to : tom acton / corp / enron @ enron
cc : julie meyers / hou / ect @ ect , susan smith / hou / ect @ ect , donald p
reinhardt / hou / ect @ ect , melissa graves / hou / ect @ ect
subject : first delivery - texaco e & p
tom ,
the following production has commenced to flow and a ticket should be
generated in sitara based upon the information below :
counterparty meter volumes price period
texaco e & p 9826 2 , 000 mmbtu / d 100 % if / hsc less $ 0 . 09 3 / 3 - 3 / 31 / 2000
thanks ,
vlt
x 3 - 6353
- - - - - - - - - - - - - - - - - - - - - - forwarded by vance l taylor / hou / ect on 03 / 03 / 2000
04 : 14 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
from : esther buckley 03 / 03 / 2000 01 : 23 pm
to : molly l carriere / hou / ect @ ect , clem cernosek / hou / ect @ ect , donna
consemiu / hou / ect @ ect , robert cook / hou / ect @ ect , howard b camp / hou / ect @ ect ,
lisa hesse / hou / ect @ ect , nathan l hlavaty / hou / ect @ ect , wayne e
lightfoot / hou / ect @ ect , james mckay / hou / ect @ ect , mary m smith / hou / ect @ ect ,
steve schneider / hou / ect @ ect , melissa graves / hou / ect @ ect , michael
walters / hou / ect @ ect , eric wardle / hou / ect @ ect , jill t zivley / hou / ect @ ect , mary
jo johnson / hou / ect @ ect , rita wynne / hou / ect @ ect , michael w morris / hou / ect @ ect ,
cheryl jones / gpgfin / enron @ enron , reid hansen / gco / enron @ enron , darron c
giron / hou / ect @ ect , o ' neal d winfree / hou / ect @ ect , susan smith / hou / ect @ ect ,
gary bryan / hou / ect @ ect , gary a hanks / hou / ect @ ect , donald p
reinhardt / hou / ect @ ect , vance l taylor / hou / ect @ ect , brenda f
herod / hou / ect @ ect , david baumbach / hou / ect @ ect , bryan hull / hou / ect @ ect , brian
m riley / hou / ect @ ect , jeffrey a austin / hou / ect @ ect , cynthia
hakemack / hou / ect @ ect , dawn c kenne / hou / ect @ ect , lisa csikos / hou / ect @ ect ,
kristen j hanson / hou / ect @ ect , heidi withers / hou / ect @ ect , j r
fosdick / gco / enron @ enron , carlos j rodriguez / hou / ect @ ect , stephanie
gomes / hou / ect @ ect , pat clynes / corp / enron @ enron , tom acton / corp / enron @ enron ,
robert walker / hou / ect @ ect
cc :
subject : first delivery - texaco e & p
see attached file",ham
1195,"Subject: re : jan & feb midcon invoices
daren ,
do you have any information on these deals ? we cannot collect the cash from
midcon if we can ' t prove to them the
deals are valid .
thanks ,
kris
tina valadez
03 / 29 / 2000 09 : 19 am
to : kristen j hanson / hou / ect @ ect
cc :
subject : jan & feb midcon invoices
- - - - - - - - - - - - - - - - - - - - - - forwarded by tina valadez / hou / ect on 03 / 29 / 2000 09 : 17
am - - - - - - - - - - - - - - - - - - - - - - - - - - -
tina valadez
03 / 27 / 2000 08 : 52 am
to : daren j farmer / hou / ect @ ect
cc :
subject : jan & feb midcon invoices
pat dresner ( accountant ) at midcon texas says she does not show these deals
in her system and she can not pay on them . you created the deals in sitara
and i don ' t have another trader ' s name . could you please talk to your kn
trader regarding this situation ? if midcon really got this gas , then someone
at kn should tell their accountant about the deal .
prod mo . entity point volume total amount sitara #
1 / 2000 midcon texas gas services corp . 0984132 20000 $ 51 , 600 . 00 157006
2 / 2000 midcon texas gas services 0984132 36000 $ 90 , 900 . 00 166523
2 / 2000 midcon texas pipeline corp . 0984132 80 , 000 $ 206 , 800 . 00 170133
please let me know as soon as possible what you find out . the 2 / 2000
production invoices are due to be paid 3 / 27 .
thank you ,
tina valadez
3 - 7548",ham
1196,"Subject: hpl 3 - rivers gas flowing through king ranch
daren ,
can you please e - mail me your expected volumes for the above referenced
subject for april ' s gas production ?
thanks
- jackie -
3 - 9497",ham
1197,"Subject: re : resume attached
liz is an mit graduate and is currently at exxon and very interested in a
job at enron .
i would take her in my group but we are neighbors and i don ' t want to mix
that with work . pat
"" carl & liz fortin "" on 03 / 29 / 2000 10 : 32 : 02 am
to : ,
cc :
subject : resume attached
- 01 - 00 . doc",ham
1198,"Subject: re : jan & feb midcon invoices
these deals were confirmed with evelyn monroe at midcon and they were all on
midcon 92168 ( pipe ) and scheduled on the hpl contract 012 - 41500 - 02 - 015 .
midcon ' s hpl contract is 36 - 001452 - 3 . please let me know if there are any
other questions regarding these deals . thanks , susan .
daren j farmer
03 / 29 / 2000 12 : 23 pm
to : susan d trevino / hou / ect @ ect
cc : kristen j hanson / hou / ect @ ect , lisa csikos / hou / ect @ ect
subject : re : jan & feb midcon invoices
were these deals confirmed ? what are the pipes and contracts ?
d
- - - - - - - - - - - - - - - - - - - - - - forwarded by daren j farmer / hou / ect on 03 / 29 / 2000
12 : 21 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
kristen j hanson
03 / 29 / 2000 09 : 28 am
to : daren j farmer / hou / ect @ ect
cc : lisa csikos / hou / ect @ ect
subject : re : jan & feb midcon invoices
daren ,
do you have any information on these deals ? we cannot collect the cash from
midcon if we can ' t prove to them the
deals are valid .
thanks ,
kris
tina valadez
03 / 29 / 2000 09 : 19 am
to : kristen j hanson / hou / ect @ ect
cc :
subject : jan & feb midcon invoices
- - - - - - - - - - - - - - - - - - - - - - forwarded by tina valadez / hou / ect on 03 / 29 / 2000 09 : 17
am - - - - - - - - - - - - - - - - - - - - - - - - - - -
tina valadez
03 / 27 / 2000 08 : 52 am
to : daren j farmer / hou / ect @ ect
cc :
subject : jan & feb midcon invoices
pat dresner ( accountant ) at midcon texas says she does not show these deals
in her system and she can not pay on them . you created the deals in sitara
and i don ' t have another trader ' s name . could you please talk to your kn
trader regarding this situation ? if midcon really got this gas , then someone
at kn should tell their accountant about the deal .
prod mo . entity point volume total amount sitara #
1 / 2000 midcon texas gas services corp . 0984132 20000 $ 51 , 600 . 00 157006
2 / 2000 midcon texas gas services 0984132 36000 $ 90 , 900 . 00 166523
2 / 2000 midcon texas pipeline corp . 0984132 80 , 000 $ 206 , 800 . 00 170133
please let me know as soon as possible what you find out . the 2 / 2000
production invoices are due to be paid 3 / 27 .
thank you ,
tina valadez
3 - 7548",ham
1199,"Subject: josey ranch est . - - apr . 2000
- - - - - - - - - - - - - - - - - - - - - - forwarded by susan d trevino / hou / ect on 03 / 29 / 2000
03 : 52 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
bob withers on 03 / 29 / 2000 03 : 54 : 45 pm
to : "" susan trevino ( e - mail ) ""
cc : "" taylor vance ( e - mail ) "" , stretch brennan
, knox westmoreland , kevin mclarney
subject : josey ranch est . - - apr . 2000
this is the estimated josey ranch nomination for the month of april
2000 . the hpl nomination volume to be effective 4 / 1 / 2000 is :
11 , 100 mmbtu / day for kcs resources
1 , 900 mmbtu / day for texaco
13 , 000 mmbtu / day total ( assumed btu factor of 1 . 075
@ 14 . 65 dry )
if you need additional information , kcs ' field contact is stretch brennan in
victoria : 512 / 576 - 1005 .
bob withers > <
kcs energy , 5555 san felipe , suite 1200
houston , tx 77056
voice mail / page 713 - 964 - 9434",ham
1200,"Subject: nominations for gas days 29 & 30 on behalf of bruce mcmills
gas day 29
nomination into eastrans of 45 , 000 mmbtu
redeliveries :
13 , 482 pg & e
7 , 000 fuels cotton valley
21 , 518 mobil beaumont
3 , 000 hpl cw at carthage
gas day 30
nomination into eastrans of 75 , 000 mmbtu
redeliveries
43 , 482 pg & e
7 , 000 fuels cotton valley
21 , 518 mobil beaumont
3 , 000 hpl cw at cartage",ham
1201,"Subject: wellhead
daren , here are some monination "" tweaks "" due to late noms and revisions from
shippers . i know your trying to finalise your position so just let me know
when if or when you want to work these into the system .
four square
meter old new
6599 1549
1500 suemaur explorations
9772 860
752
1568 7 1
6844 2475 1500
c & e
operations
texaco 990 1100
9813 681 670
9708 13746 13035
9736 2889 2830
shoreline
yates 2930
3470
6722 30 570
9743 596 504
cody
6722 7692 7450
cima
4126 482 464
oil & gas title
6114 0 1
phillips
6673 838 119",ham
